heart	kidney	liver
ENSCATG00000011303	5.753337	6.867896	5.626941364
ENSCATG00000011334	0.3088198	0.2435911	0.408361877
ENSCATG00000011346	5.37456	5.665538	3.909293086
ENSCATG00000011348	0.9853837	1.432682	0.0988204
ENSCATG00000011350	5.260466	6.26954	5.501716192
ENSCATG00000011353	4.557743	5.355651	3.14425447
ENSCATG00000011356	6.160823	3.398428	1.393437179
ENSCATG00000011359	0.03657774	0.04400795	0.180284102
ENSCATG00000011377	0.2924798	0.8920692	0.193781345
ENSCATG00000011378	0.06240953	0	0
ENSCATG00000011380	1.468255	3.324943	2.110800864
ENSCATG00000011394	9.9559	8.07403	6.018431659
ENSCATG00000011413	0.6701487	0.7472817	0.826581434
ENSCATG00000011416	0.1860758	0.1605046	0.096018774
ENSCATG00000011419	0.2824647	0.3915599	0.078204293
ENSCATG00000011427	2.652404	2.353392	1.612690779
ENSCATG00000011433	7.530387	6.36282	4.802044803
ENSCATG00000011440	7.193085	4.386707	4.048728357
ENSCATG00000011449	1.467686	1.615096	0.463478076
ENSCATG00000011532	0.3476895	1.465583	0.056119849
ENSCATG00000011551	6.567062	6.292594	5.56796824
ENSCATG00000011552	3.741014	4.761716	3.167817128
ENSCATG00000011553	5.326343	5.603965	4.726738594
ENSCATG00000011555	0	0.4639645	0
ENSCATG00000011556	3.084285	3.429552	3.527896445
ENSCATG00000011564	5.370127	5.779294	5.463443842
ENSCATG00000011576	11.14115	11.12969	10.127568799
ENSCATG00000011577	14.84399	6.806891	5.089383741
ENSCATG00000011583	0.1389831	0.2091446	0.013038712
ENSCATG00000011589	2.222033	2.597918	1.424528181
ENSCATG00000011595	1.093242	1.882193	0.370761327
ENSCATG00000011606	4.835496	6.201855	5.443513828
ENSCATG00000011638	0.3916753	0.2414607	0.212137244
ENSCATG00000011641	0.8602517	1.541961	4.596273259
ENSCATG00000011642	4.111183	4.180961	2.607422643
ENSCATG00000011644	4.765246	4.23762	2.236045888
ENSCATG00000011653	0.4020498	0.2731715	0.107712907
ENSCATG00000011661	7.734418	8.563105	6.51163249
ENSCATG00000011669	3.129901	3.391025	2.227281767
ENSCATG00000011670	2.699974	2.578105	2.202571308
ENSCATG00000011671	4.588558	5.321171	4.241857722
ENSCATG00000011672	4.166915	4.567548	3.759633102
ENSCATG00000011673	5.016496	5.111966	4.229049503
ENSCATG00000011674	3.715864	4.401991	3.294644273
ENSCATG00000011675	0.1846116	0	0.510243937
ENSCATG00000011681	0.5016949	0.561854	3.276875379
ENSCATG00000011704	1.235004	2.558515	1.948185929
ENSCATG00000011705	2.366421	3.450782	1.341337726
ENSCATG00000011713	0.6311015	0	0.36166282
ENSCATG00000011714	3.900558	4.855845	3.412837065
ENSCATG00000011715	5.707188	6.022923	4.620261474
ENSCATG00000011738	2.323266	2.394885	1.522773904
ENSCATG00000011740	0.9885189	0.9047739	0.046579903
ENSCATG00000011743	2.618936	3.57139	2.235900724
ENSCATG00000011744	9.322579	2.155411	1.25430983
ENSCATG00000011750	0.5259646	1.635973	0.787927209
ENSCATG00000011752	0.5629111	0.5921695	2.570941321
ENSCATG00000011754	3.563253	4.655269	3.367671316
ENSCATG00000011757	4.320773	5.916176	6.260315521
ENSCATG00000011784	3.238937	4.034148	3.306270553
ENSCATG00000011785	5.592373	7.268678	4.865023037
ENSCATG00000011793	2.934409	3.402471	1.808603343
ENSCATG00000011811	0.5141505	0	0
ENSCATG00000011819	0	0	0.054186665
ENSCATG00000011822	1.552151	3.461227	2.505093163
ENSCATG00000011825	5.52023	4.681481	1.800774024
ENSCATG00000011827	0	0	0.40287495
ENSCATG00000011828	6.416233	5.373342	4.545054043
ENSCATG00000011829	4.069556	4.459681	3.887651988
ENSCATG00000011830	0.9966252	2.362077	0.428962419
ENSCATG00000011853	2.328111	1.754057	1.308212614
ENSCATG00000011854	4.075646	3.783806	3.379513671
ENSCATG00000011857	0.07392427	2.871195	3.624112595
ENSCATG00000011863	2.845004	2.875452	2.068451381
ENSCATG00000011866	3.87084	4.858896	1.965084315
ENSCATG00000011867	2.59194	2.972867	2.448089537
ENSCATG00000011868	0.9005773	1.549847	0.37368607
ENSCATG00000011872	6.946207	7.29674	6.446138498
ENSCATG00000011877	0.4324421	2.118712	0
ENSCATG00000011881	2.041432	2.762486	2.274657957
ENSCATG00000011884	3.96986	4.995611	4.353464448
ENSCATG00000011895	0.1678126	0	0
ENSCATG00000011907	0.6514765	0.9266857	0.267648453
ENSCATG00000011910	3.343884	4.610556	3.535684842
ENSCATG00000011911	2.980119	2.590178	2.908931046
ENSCATG00000011912	2.681044	2.792362	1.668037409
ENSCATG00000011915	0.1484357	1.186958	0.16860738
ENSCATG00000011919	3.367259	4.131952	2.227670233
ENSCATG00000011928	2.741014	4.148324	2.625850257
ENSCATG00000011929	4.3605	4.627336	3.987793439
ENSCATG00000011938	4.829829	7.293518	7.960152567
ENSCATG00000011944	0	2.416953	0
ENSCATG00000011945	2.439506	4.237808	1.996479138
ENSCATG00000011948	10.22048	10.64281	9.450809368
ENSCATG00000011950	3.135504	3.815299	2.981923873
ENSCATG00000011963	4.199361	5.371996	3.43023348
ENSCATG00000011974	1.829062	2.32159	1.991528195
ENSCATG00000011981	4.987237	5.211349	4.900324064
ENSCATG00000011983	1.127697	0.8196388	0.876805702
ENSCATG00000011984	2.293688	1.212395	2.930198
ENSCATG00000011985	5.776464	5.590929	4.846387003
ENSCATG00000011987	6.17982	8.104908	5.508675842
ENSCATG00000011991	3.859403	4.493801	5.027176173
ENSCATG00000011996	0.2938486	0.3654809	0.103098632
ENSCATG00000012012	5.723377	5.804762	5.151775695
ENSCATG00000012013	0.3269457	0.6834789	0.17517071
ENSCATG00000012042	1.910652	2.895826	0.650515512
ENSCATG00000012043	2.862929	3.122204	2.027256693
ENSCATG00000012046	1.356623	1.682632	1.234734291
ENSCATG00000012047	4.963174	5.152557	3.66844821
ENSCATG00000012048	1.268225	1.136178	0.509798182
ENSCATG00000012064	0	0	0.066351143
ENSCATG00000012069	3.618456	5.920489	4.154669884
ENSCATG00000012074	0.2073944	2.521424	2.059318241
ENSCATG00000012082	4.644675	4.916572	3.31478352
ENSCATG00000012083	1.972807	4.043564	1.017527874
ENSCATG00000012084	4.145196	4.932652	3.76911582
ENSCATG00000012099	1.041874	1.21156	0.18382783
ENSCATG00000012102	3.03734	2.704239	1.53076994
ENSCATG00000012116	0.08600271	0.1014664	0.170801893
ENSCATG00000012118	5.135056	6.087165	5.124629961
ENSCATG00000012140	1.645623	1.677192	1.43088471
ENSCATG00000012147	1.841083	2.316731	2.001218563
ENSCATG00000012149	2.454408	2.713285	0
ENSCATG00000012151	4.637575	4.49675	1.514682813
ENSCATG00000012152	3.885194	4.488367	3.291000836
ENSCATG00000012153	3.64299	5.642742	4.065115581
ENSCATG00000012154	5.451382	5.839899	5.476667314
ENSCATG00000012156	1.490921	1.254582	1.238264522
ENSCATG00000012160	3.207947	3.53298	2.567372645
ENSCATG00000012176	1.768642	2.230603	1.062052616
ENSCATG00000012178	4.900508	4.796162	4.311720346
ENSCATG00000012185	3.784546	5.237516	4.827947541
ENSCATG00000012186	2.061527	1.770671	2.538436104
ENSCATG00000012195	0	0.7675336	0.079256443
ENSCATG00000012196	3.677215	2.855085	2.152546887
ENSCATG00000012197	5.763613	5.898818	4.564577547
ENSCATG00000012198	3.519278	4.246013	3.814314569
ENSCATG00000012199	1.867193	2.398509	3.064244808
ENSCATG00000012204	3.54724	3.405084	2.790903376
ENSCATG00000012206	0.786644	1.98879	0
ENSCATG00000012207	5.213089	5.705048	4.795509353
ENSCATG00000012209	4.509064	5.081994	4.459577848
ENSCATG00000012211	5.195787	5.24392	4.872043188
ENSCATG00000012223	1.957785	2.693835	1.052471542
ENSCATG00000012226	4.919779	5.155648	4.99303574
ENSCATG00000012227	5.483074	7.005134	5.377255655
ENSCATG00000012228	3.597269	3.576873	2.782813218
ENSCATG00000012229	1.732287	2.226761	1.132879497
ENSCATG00000012230	4.854609	4.726041	1.514778742
ENSCATG00000012244	2.158602	2.891234	2.228867934
ENSCATG00000012248	3.404146	3.847436	2.717552504
ENSCATG00000012251	5.333334	5.776265	5.066374687
ENSCATG00000012253	1.580676	2.100978	0.776392077
ENSCATG00000012257	0	0	0.059850582
ENSCATG00000012259	7.101514	7.806571	7.4716197
ENSCATG00000012261	11.11227	11.08832	10.160779041
ENSCATG00000012272	0.150171	0.04008373	0
ENSCATG00000012274	0.2871366	0.2777396	0.375512141
ENSCATG00000012281	0.8487637	0.7308669	0.67945848
ENSCATG00000012289	4.294827	4.085773	2.449424031
ENSCATG00000012292	3.128904	3.155761	2.667957959
ENSCATG00000012293	2.477351	2.706088	2.081513477
ENSCATG00000012294	0.3908481	3.695994	2.92418922
ENSCATG00000012308	0.3003346	0.4487477	0.158941901
ENSCATG00000012311	0.02505332	0.3413471	0.013155072
ENSCATG00000012313	9.244412	6.964352	7.314102288
ENSCATG00000012319	2.732523	4.300172	3.464818409
ENSCATG00000012329	6.503489	5.057647	4.754592521
ENSCATG00000012333	0	0.3765393	0.590954537
ENSCATG00000012342	4.357045	4.694379	3.939771953
ENSCATG00000012344	3.698344	4.182367	3.492630532
ENSCATG00000012346	5.347095	5.878615	4.350341654
ENSCATG00000012361	4.401145	6.685675	3.949484041
ENSCATG00000012367	0	0.2840782	0
ENSCATG00000012381	0	0.4050884	0
ENSCATG00000012382	1.730366	1.716056	1.110062511
ENSCATG00000012393	5.610273	7.190079	6.827609336
ENSCATG00000012396	5.3466	6.234174	4.682344066
ENSCATG00000012397	1.943272	5.378404	1.102785768
ENSCATG00000012402	2.514291	4.473683	1.305818804
ENSCATG00000012403	6.49721	5.355844	3.108593035
ENSCATG00000012405	0.6364191	0.7269916	0.160303233
ENSCATG00000012408	0.02943734	0.01754843	0.197045073
ENSCATG00000012410	3.375141	3.811646	2.709837609
ENSCATG00000012414	4.595905	5.352991	4.108321713
ENSCATG00000012416	9.669248	8.78863	8.124028232
ENSCATG00000012419	6.157349	6.7174	6.242128008
ENSCATG00000012423	0	0.4517539	0
ENSCATG00000012424	0	0	0.869242088
ENSCATG00000012425	4.567521	5.569294	3.120775595
ENSCATG00000012427	4.796978	4.98709	4.168824607
ENSCATG00000012428	6.464564	6.390127	5.006633746
ENSCATG00000012439	0.1623029	2.10928	0.444078633
ENSCATG00000012440	4.884139	7.314996	4.051163253
ENSCATG00000012446	4.937868	5.412234	4.76611033
ENSCATG00000012449	5.420983	5.689512	5.54559406
ENSCATG00000012450	4.264244	4.397954	3.414849937
ENSCATG00000012460	0.9208505	2.789354	0.797714435
ENSCATG00000012461	4.250627	4.397589	2.397326274
ENSCATG00000012463	0.1518835	0.204172	0.026779808
ENSCATG00000012464	0.3549926	3.389514	0.397454702
ENSCATG00000012466	1.156008	1.687818	2.203909015
ENSCATG00000012493	0.1270339	0.3242115	0.100821061
ENSCATG00000012494	6.145313	6.39627	5.435387573
ENSCATG00000012501	0	2.52199	0
ENSCATG00000012503	0.1588256	0.3899478	0
ENSCATG00000012510	0.6258063	0.3142789	0
ENSCATG00000012522	0.1152402	1.048798	0.027103224
ENSCATG00000012533	0.4326634	0.4310185	0.204915707
ENSCATG00000012535	6.33009	6.867738	5.374184199
ENSCATG00000012537	1.565066	1.936587	1.208667078
ENSCATG00000012538	3.529221	5.410701	3.172290684
ENSCATG00000012539	6.34994	7.429379	5.775078995
ENSCATG00000012549	4.806891	0.5447316	0.045373351
ENSCATG00000012552	0.6533664	0.3419448	2.485189794
ENSCATG00000012556	7.670387	8.407514	6.808127587
ENSCATG00000012557	4.986097	5.522272	4.397311486
ENSCATG00000012563	7.268453	8.510471	9.079311437
ENSCATG00000012564	0.4241148	0.2648979	0.326375122
ENSCATG00000012565	1.091358	0.2784368	0.15346683
ENSCATG00000012570	5.613037	2.703866	1.647173434
ENSCATG00000012578	2.845703	1.710477	2.110232934
ENSCATG00000012579	1.682092	2.815161	4.73662111
ENSCATG00000012580	4.748386	5.37401	4.398151959
ENSCATG00000012583	2.561179	1.518893	2.833746265
ENSCATG00000012595	4.184018	5.034876	3.399566242
ENSCATG00000012596	4.217961	8.489502	5.160090448
ENSCATG00000012597	0	1.338487	0
ENSCATG00000012598	5.693456	6.920358	4.495772155
ENSCATG00000012612	3.538327	5.134163	3.244119853
ENSCATG00000012620	0	0.07965705	0.134094214
ENSCATG00000012622	0.02074441	0.04783976	0.141302612
ENSCATG00000012632	1.836437	2.054227	2.870477171
ENSCATG00000012633	1.922906	4.707895	2.07417795
ENSCATG00000012634	3.985974	3.644944	2.861131582
ENSCATG00000012635	1.32356	0.5385392	0.841674488
ENSCATG00000012637	3.362971	5.097569	3.724912159
ENSCATG00000012647	2.372016	4.368924	3.735817185
ENSCATG00000012651	6.080673	7.630339	6.060334294
ENSCATG00000012653	1.549925	0.3739511	0
ENSCATG00000012657	3.156364	2.914432	2.1552214
ENSCATG00000012658	0	0.1172588	0
ENSCATG00000012659	2.579702	3.071797	5.744309126
ENSCATG00000012661	0.2227688	0.5451015	6.769092373
ENSCATG00000012672	1.504092	2.113094	1.558992474
ENSCATG00000012676	6.164599	5.821371	5.429984122
ENSCATG00000012677	7.176473	7.689575	6.712470598
ENSCATG00000012682	2.705635	2.082975	0.132156969
ENSCATG00000012691	2.614371	3.038125	2.268629016
ENSCATG00000012708	5.784561	5.667076	5.264555196
ENSCATG00000012712	1.098676	0.4105745	0.410933693
ENSCATG00000012724	2.266936	2.296058	1.543604762
ENSCATG00000012727	4.984486	5.180171	3.989940988
ENSCATG00000012729	4.582363	6.181526	5.175648347
ENSCATG00000012730	3.805672	5.156424	0.993883732
ENSCATG00000012731	7.948788	7.677839	6.59905143
ENSCATG00000012734	1.693222	1.95045	3.794831718
ENSCATG00000012735	3.094135	2.977855	2.314799758
ENSCATG00000012736	4.335285	4.895736	4.474407488
ENSCATG00000012738	8.183995	8.044341	7.160552834
ENSCATG00000012741	5.051741	5.59143	4.603457929
ENSCATG00000012742	5.117475	5.654599	4.527313726
ENSCATG00000012748	5.862314	4.763458	3.729901411
ENSCATG00000012749	2.566058	2.784477	1.201799448
ENSCATG00000012750	3.915687	4.353745	4.400047453
ENSCATG00000012751	3.830805	4.943721	2.455221441
ENSCATG00000012759	0.339992	2.840663	0.207464351
ENSCATG00000012765	2.360111	2.191373	3.388276344
ENSCATG00000012766	2.762053	3.763296	1.835915022
ENSCATG00000012769	0.4591347	2.223753	1.332125297
ENSCATG00000012770	3.444736	0.1229615	0.135044309
ENSCATG00000012778	2.244516	0.4206872	0.366601423
ENSCATG00000012779	4.738654	4.800103	4.596010806
ENSCATG00000012780	3.603698	4.18209	3.70283593
ENSCATG00000012802	3.30382	3.498953	2.534225989
ENSCATG00000012804	3.162041	4.867798	5.865703582
ENSCATG00000012805	1.738163	1.679928	1.422615157
ENSCATG00000012826	7.462224	8.358137	6.10439747
ENSCATG00000012827	4.415826	5.044635	3.835337987
ENSCATG00000012828	2.447835	3.082657	1.472864123
ENSCATG00000012830	2.463766	2.509588	1.615670065
ENSCATG00000012832	2.421616	6.096974	6.461481084
ENSCATG00000012833	3.750199	3.996702	3.227561498
ENSCATG00000012846	0	1.119967	0.396787517
ENSCATG00000012848	6.851542	7.301515	5.991378987
ENSCATG00000012860	2.169598	1.951442	0.983007808
ENSCATG00000012864	2.081909	2.140792	1.603140865
ENSCATG00000012887	4.373961	6.120261	6.909929076
ENSCATG00000012900	1.242578	4.54925	0.083216092
ENSCATG00000012901	3.741755	4.310987	4.85165061
ENSCATG00000012902	6.525518	5.954071	5.902326873
ENSCATG00000012917	2.332415	2.362565	1.546120042
ENSCATG00000012919	0.3572772	0.5922661	0.027545324
ENSCATG00000012924	2.122663	2.666332	1.600697931
ENSCATG00000012934	3.520322	5.023806	1.074704084
ENSCATG00000012936	5.531285	6.470789	5.880588314
ENSCATG00000012939	3.32421	3.227522	1.77925972
ENSCATG00000012940	3.744484	2.306802	1.178121827
ENSCATG00000012953	0.9883887	1.802408	0.517177713
ENSCATG00000012954	1.62823	0.1996128	0.211834576
ENSCATG00000012956	1.084466	1.243876	1.128049191
ENSCATG00000012957	3.7351	4.772936	3.248829296
ENSCATG00000012961	0.03006058	0.1240393	0
ENSCATG00000012962	2.229997	2.622064	1.580787076
ENSCATG00000012963	5.334692	5.696928	4.931197035
ENSCATG00000012966	5.088184	5.172063	3.084559256
ENSCATG00000012987	0.2696735	0.05507387	0.069163203
ENSCATG00000012991	4.397084	5.694969	4.154332067
ENSCATG00000013004	2.764212	3.607425	0
ENSCATG00000013005	4.766399	5.255278	4.661122502
ENSCATG00000013017	0	0.6761952	0
ENSCATG00000013018	4.056774	4.571489	4.00874682
ENSCATG00000013023	6.860615	6.897724	6.73195707
ENSCATG00000013026	2.779814	2.486576	2.761053317
ENSCATG00000013030	2.390331	2.741728	2.281258773
ENSCATG00000013034	6.517411	7.133594	5.855110162
ENSCATG00000013041	4.158507	4.9758	4.009033587
ENSCATG00000013042	5.096655	5.171335	4.236310146
ENSCATG00000013045	4.026239	4.119347	3.92788707
ENSCATG00000013048	1.236462	1.190596	1.020491534
ENSCATG00000013051	5.968542	5.819597	4.800496148
ENSCATG00000013052	2.617209	1.772923	0.513754399
ENSCATG00000013053	4.393923	3.661376	3.647961255
ENSCATG00000013059	1.880168	0.5720359	0.109185754
ENSCATG00000013066	1.60572	2.423369	1.299736532
ENSCATG00000013067	4.478025	5.420183	4.433187816
ENSCATG00000013079	3.412792	4.306962	1.209078996
ENSCATG00000013082	0.4159619	0.9094743	0.26540857
ENSCATG00000013090	0	0.3059705	0.139401386
ENSCATG00000013092	3.48989	3.484628	2.048497774
ENSCATG00000013101	3.58803	4.734789	3.123548671
ENSCATG00000013107	9.486376	10.34684	9.466836111
ENSCATG00000013123	0.5571179	0.6736387	0.426325951
ENSCATG00000013128	7.566244	7.303397	6.247976868
ENSCATG00000013135	2.366913	3.678615	3.386656462
ENSCATG00000013141	5.491759	6.002856	5.059028575
ENSCATG00000013142	1.628307	2.815444	0.531211259
ENSCATG00000013143	1.262553	1.569496	1.652344226
ENSCATG00000013144	6.573312	7.047024	5.148025018
ENSCATG00000013152	4.463602	6.002435	5.372927032
ENSCATG00000013170	2.879953	4.619941	4.983107617
ENSCATG00000013173	0.02084793	1.602647	0.869133094
ENSCATG00000013180	6.732819	8.0729	7.029702111
ENSCATG00000013184	1.233011	8.594149	4.671078198
ENSCATG00000013187	3.837398	4.470133	3.368243129
ENSCATG00000013190	7.16167	5.565123	5.426356547
ENSCATG00000013208	4.784653	6.316863	5.341868363
ENSCATG00000013222	5.108207	4.740107	3.492774844
ENSCATG00000013232	4.417829	4.960414	4.213148168
ENSCATG00000013240	2.067277	2.575506	2.434542831
ENSCATG00000013241	1.17897	0.01496495	3.312180128
ENSCATG00000013243	0.3690912	0.2053212	0.136342343
ENSCATG00000013244	4.380314	2.845444	1.067797019
ENSCATG00000013256	1.590933	8.306536	7.772505931
ENSCATG00000013264	5.612668	5.638097	5.021235408
ENSCATG00000013265	0.3681705	0.3176861	0.170101961
ENSCATG00000013280	2.095391	1.867774	1.461025572
ENSCATG00000013281	1.645941	1.196639	3.922806773
ENSCATG00000013287	4.116331	1.771877	0.746980853
ENSCATG00000013291	0.2990805	0.9321852	0.741969981
ENSCATG00000013293	4.254977	4.492406	3.344125438
ENSCATG00000013296	0	0	0.897592052
ENSCATG00000013305	5.388355	7.652766	7.470235866
ENSCATG00000013316	3.455051	9.016939	9.531237184
ENSCATG00000013322	3.976919	3.526585	3.349878028
ENSCATG00000013325	4.385412	3.842616	3.681811299
ENSCATG00000013327	0.3006825	2.394119	0.311298496
ENSCATG00000013328	1.271396	1.539869	1.068156851
ENSCATG00000013331	4.379153	5.198077	2.94888861
ENSCATG00000013332	0.7737263	0.8542191	1.260109986
ENSCATG00000013333	4.335318	5.273363	3.810913266
ENSCATG00000013336	0.05250034	0.3368478	1.044757808
ENSCATG00000013338	0.4713966	6.601698	0
ENSCATG00000013339	4.13039	4.560487	3.647696031
ENSCATG00000013359	9.558314	10.60793	8.245105806
ENSCATG00000013361	4.440946	4.138192	2.32027093
ENSCATG00000013374	3.859801	6.144079	5.530479689
ENSCATG00000013375	4.5123	5.160704	4.793442824
ENSCATG00000013386	4.270725	3.757243	4.039839387
ENSCATG00000013388	0.4625298	0.4227551	0.812377465
ENSCATG00000013395	2.60567	4.684041	3.101364332
ENSCATG00000013406	4.519699	4.735517	3.906159445
ENSCATG00000013412	7.026628	7.326498	6.743797954
ENSCATG00000013414	4.03864	4.977477	3.806269401
ENSCATG00000013420	5.022323	5.366654	5.869047197
ENSCATG00000013421	0.9977794	0.7305226	0.524959313
ENSCATG00000013427	4.786962	0.3853637	2.520120477
ENSCATG00000013431	1.860546	1.692923	1.822562928
ENSCATG00000013439	0.1998137	2.129494	0
ENSCATG00000013440	4.843177	3.852757	2.61475601
ENSCATG00000013442	5.858455	5.86493	3.921654356
ENSCATG00000013448	0	1.198595	0
ENSCATG00000013450	1.483426	0.8703679	0.251857221
ENSCATG00000013451	3.369272	7.250848	4.363423422
ENSCATG00000013458	2.477797	3.067762	2.014209588
ENSCATG00000013461	2.57363	2.655723	2.477730968
ENSCATG00000013470	3.706774	1.405606	0.509546878
ENSCATG00000013473	1.920062	3.645272	2.95914714
ENSCATG00000013474	0.7929461	1.505337	0.454689696
ENSCATG00000013479	9.147686	5.899397	4.701373838
ENSCATG00000013480	3.6541	6.476596	7.267957008
ENSCATG00000013493	5.459369	6.059187	4.39384587
ENSCATG00000013494	0	11.08922	0
ENSCATG00000013498	2.272958	3.183531	1.953011884
ENSCATG00000013509	8.497501	8.043913	7.15006204
ENSCATG00000013510	0.02466265	2.852854	2.8812946
ENSCATG00000013515	2.65831	4.161412	10.673795782
ENSCATG00000013517	2.317174	1.843522	3.876988355
ENSCATG00000013519	4.032685	0.2561278	0.106672338
ENSCATG00000013520	3.850423	4.081695	4.164272057
ENSCATG00000013522	2.401549	1.880253	0.79439557
ENSCATG00000013527	2.43195	3.610443	2.418094665
ENSCATG00000013541	5.812018	5.721147	5.836697497
ENSCATG00000013542	0.4282496	0.3686477	0.193463936
ENSCATG00000013549	3.466405	2.423191	2.982205066
ENSCATG00000013550	0	2.281764	0
ENSCATG00000013551	0.1173412	0.8399241	0
ENSCATG00000013560	5.02402	4.040811	3.678540479
ENSCATG00000013569	0.1309086	1.570648	0.095573271
ENSCATG00000013570	7.612065	5.776346	5.059870063
ENSCATG00000013573	5.577671	13.52911	7.447182434
ENSCATG00000013587	6.356309	6.863842	5.958722059
ENSCATG00000013588	8.40204	8.710364	6.576665569
ENSCATG00000013589	1.675086	1.951636	1.308262424
ENSCATG00000013606	1.784575	5.161642	3.98622888
ENSCATG00000013628	0	2.221271	0
ENSCATG00000013635	1.687944	2.444943	1.488592129
ENSCATG00000013642	8.233331	6.096	4.845134226
ENSCATG00000013643	5.10793	6.622285	5.298748481
ENSCATG00000013647	4.147925	3.76373	3.82721947
ENSCATG00000013650	4.553195	0.4916376	0
ENSCATG00000013660	5.765763	6.699461	5.303618208
ENSCATG00000013678	0.795865	0	0
ENSCATG00000013679	6.854805	9.816002	9.022000545
ENSCATG00000013680	3.972194	3.726823	3.335586155
ENSCATG00000013681	0.05548916	0	5.021062138
ENSCATG00000013685	3.997912	4.032906	2.998500622
ENSCATG00000013691	0.7670954	1.078077	0.795560834
ENSCATG00000013696	2.609163	3.408417	3.139177718
ENSCATG00000013697	2.684468	3.021985	2.358666883
ENSCATG00000013699	3.171119	3.39811	2.760925619
ENSCATG00000013706	3.699585	1.663458	0.687545388
ENSCATG00000013714	0.329119	0.7177104	0
ENSCATG00000013729	2.632736	2.527826	1.803545304
ENSCATG00000013734	1.522176	1.436039	0.916893915
ENSCATG00000013735	0.06005749	0.527723	0.061757123
ENSCATG00000013737	5.076604	5.199621	3.676777971
ENSCATG00000013741	6.005031	6.510677	6.5076288
ENSCATG00000013753	0.1054721	0.1826376	0.509835671
ENSCATG00000013754	1.356627	2.602416	1.020329377
ENSCATG00000013755	4.985469	5.2245	4.541242233
ENSCATG00000013756	6.148535	6.540404	5.164904112
ENSCATG00000013757	0	0.01773381	0
ENSCATG00000013771	4.833305	5.097909	4.686021417
ENSCATG00000013772	0	0.5442005	0
ENSCATG00000013783	6.595031	8.2016	5.538910584
ENSCATG00000013784	4.523885	4.023106	3.656957136
ENSCATG00000013785	4.068052	5.06574	4.468811367
ENSCATG00000013797	0.475859	0.5651764	0.418706365
ENSCATG00000013810	8.207356	8.082234	7.899810054
ENSCATG00000013812	7.149727	6.037839	5.804957026
ENSCATG00000013816	4.277122	4.938233	4.248805013
ENSCATG00000013837	0.5945447	0.2674927	0.256978021
ENSCATG00000013850	0.5133705	0.9774008	0.250674218
ENSCATG00000013861	0	0.1774471	0
ENSCATG00000013868	3.086558	3.970276	3.448649911
ENSCATG00000013874	7.200883	5.802007	4.011327458
ENSCATG00000013876	0	0	0.36636866
ENSCATG00000013903	1.045373	3.76792	2.422515591
ENSCATG00000013909	0	3.978543	0
ENSCATG00000013910	6.836101	7.158882	5.62410382
ENSCATG00000013926	3.421392	1.251273	0.791433191
ENSCATG00000013934	5.013453	5.435732	4.56822064
ENSCATG00000013935	5.094071	4.965207	3.606525139
ENSCATG00000013943	0.783825	3.611128	2.059702583
ENSCATG00000013945	4.982049	5.257105	6.056449136
ENSCATG00000013946	0.1369016	0.3985618	0.350130586
ENSCATG00000013950	2.560299	3.07466	1.896880191
ENSCATG00000013952	5.859595	5.746052	4.437946244
ENSCATG00000013954	0.1417323	8.321983	4.127459948
ENSCATG00000013960	0.1007677	1.393188	0.101270193
ENSCATG00000013963	9.187575	9.804989	9.505245875
ENSCATG00000013965	4.434521	6.713186	6.027711413
ENSCATG00000013973	5.166117	5.77196	5.968468661
ENSCATG00000013976	0.9717117	8.728329	1.949841181
ENSCATG00000013982	1.824553	2.470305	1.521143227
ENSCATG00000013983	4.550413	6.031927	4.667298313
ENSCATG00000013984	1.292452	1.288731	0.574485207
ENSCATG00000014007	1.876641	1.847039	0.473826387
ENSCATG00000014030	10.9334	1.496585	0.952803205
ENSCATG00000014031	4.229699	4.52079	4.033711371
ENSCATG00000014042	3.269618	3.787182	3.138976616
ENSCATG00000014043	1.298116	1.274046	1.018270962
ENSCATG00000014044	4.793761	5.284522	4.436063204
ENSCATG00000014045	3.700961	5.093573	4.103791352
ENSCATG00000014066	3.406885	3.755176	3.376893233
ENSCATG00000014071	0	0.05894844	0.852878573
ENSCATG00000014072	7.5559	8.071865	6.968528564
ENSCATG00000014083	2.481115	3.71047	5.395385039
ENSCATG00000014085	9.56421	10.67402	8.51723238
ENSCATG00000014087	2.982404	1.783142	0.979680768
ENSCATG00000014098	0.2033153	0.09763219	0
ENSCATG00000014099	0.52981	1.362313	0
ENSCATG00000014100	0.06092491	0.03617217	0
ENSCATG00000014112	0.1416643	0.4068153	0
ENSCATG00000014121	4.796411	7.421013	6.332645284
ENSCATG00000014122	4.700745	5.142658	5.169444704
ENSCATG00000014123	0	0	1.128049191
ENSCATG00000014131	0	2.026896	0
ENSCATG00000014149	0	1.046261	0.078568712
ENSCATG00000014151	0.7110534	0.6013143	0.051259466
ENSCATG00000014152	2.351244	2.46344	0.856890582
ENSCATG00000014153	5.911317	6.284616	1.611166571
ENSCATG00000014156	5.157854	3.190346	0.49869081
ENSCATG00000014157	2.066917	2.111274	1.101155872
ENSCATG00000014176	3.695114	4.326142	3.968662186
ENSCATG00000014177	0.1824571	0.48691	0.851672695
ENSCATG00000014182	3.115697	2.855202	2.651253798
ENSCATG00000014184	0	4.098249	0.304678081
ENSCATG00000014186	7.100326	7.554052	7.327022623
ENSCATG00000014187	7.187626	7.444149	7.139489837
ENSCATG00000014195	2.968942	3.747935	3.003616628
