liver	ovary	testis
ENSAMEG00000001600	1.737691	5.040331	3.168783
ENSAMEG00000001601	0.2791884	0.850697	3.467553
ENSAMEG00000001602	0	0	0.08873877
ENSAMEG00000001603	0	0	0
ENSAMEG00000001604	0.2636006	2.713274	2.613996
ENSAMEG00000001605	0	0	0
ENSAMEG00000001606	3.521566	3.925183	4.120908
ENSAMEG00000001607	0	0.1344089	0.09013109
ENSAMEG00000001608	0	0	0
ENSAMEG00000001609	0	0	0
ENSAMEG00000001610	0	0	0
ENSAMEG00000001611	1.056341	4.409113	3.99769
ENSAMEG00000001612	2.531718	5.303711	3.444101
ENSAMEG00000001613	0	0	0.08668704
ENSAMEG00000001614	0	0	0
ENSAMEG00000001615	3.957952	5.333567	6.071679
ENSAMEG00000001616	0	0	0.3898311
ENSAMEG00000001617	0	0.4101761	0.1013775
ENSAMEG00000001618	0.5245201	3.015688	1.612593
ENSAMEG00000001619	1.134701	3.967058	4.043546
ENSAMEG00000001620	0	1.130944	0.9328133
ENSAMEG00000001621	0	2.245572	3.441138
ENSAMEG00000001622	1.212793	3.282246	0.6098694
ENSAMEG00000001623	10.8433	12.5066	10.23316
ENSAMEG00000001624	0.1261231	2.56257	1.321697
ENSAMEG00000001625	0.3053834	1.861511	3.298661
ENSAMEG00000001626	1.551408	4.825282	2.710063
ENSAMEG00000001627	1.936572	4.908116	3.847766
ENSAMEG00000001628	1.123461	1.100231	3.410456
ENSAMEG00000001629	0	0	0.04038679
ENSAMEG00000001630	2.150374	5.686097	3.848728
ENSAMEG00000001631	2.685714	3.884569	3.976859
ENSAMEG00000001632	6.425088	6.551762	3.991653
ENSAMEG00000001633	0.1027876	1.755195	0.6065285
ENSAMEG00000001634	0.3390929	1.972656	2.027901
ENSAMEG00000001635	0	0	0
ENSAMEG00000001636	1.919325	4.394398	3.419875
ENSAMEG00000001637	1.092011	3.349554	4.455636
ENSAMEG00000001638	2.873979	2.308742	2.789813
ENSAMEG00000001639	0	0.01804387	3.046861
ENSAMEG00000001640	2.524096	5.043664	2.774717
ENSAMEG00000001641	2.854407	4.12878	5.031378
ENSAMEG00000001642	0	0.8470372	0.8327256
ENSAMEG00000001643	0.2198903	1.553518	1.855188
ENSAMEG00000001644	3.434344	4.753728	4.165052
ENSAMEG00000001645	0	1.311242	0.5990187
ENSAMEG00000001646	3.236405	3.283337	1.726478
ENSAMEG00000001647	1.651775	4.319517	2.038517
ENSAMEG00000001648	2.624943	5.65852	5.081314
ENSAMEG00000001649	0	0	0
ENSAMEG00000001650	0	0	0.1266384
ENSAMEG00000001651	4.618573	3.060251	3.683854
ENSAMEG00000001652	0	0	0
ENSAMEG00000001653	0	3.569406	0.5078423
ENSAMEG00000001654	0	0	0
ENSAMEG00000001655	0.08285189	0	0.100965
ENSAMEG00000001656	3.782262	2.430189	3.304531
ENSAMEG00000001657	0.4343459	1.162442	0.7706083
ENSAMEG00000001658	4.723706	4.624727	3.740086
ENSAMEG00000001659	0.3363017	1.720725	3.282615
ENSAMEG00000001660	0.04630679	0.017473	0.4353224
ENSAMEG00000001661	0	0	0
ENSAMEG00000001662	0.8742249	0.6840036	0.743583
ENSAMEG00000001663	0.8415892	3.626509	1.594644
ENSAMEG00000001664	0.6353876	2.938581	1.224664
ENSAMEG00000001665	0.5249373	2.088413	2.29599
ENSAMEG00000001666	0.4480245	2.330495	0.4098428
ENSAMEG00000001667	0.1031384	1.981264	3.715882
ENSAMEG00000001668	0	0	0
ENSAMEG00000001669	0.9072653	3.108573	2.747703
ENSAMEG00000001670	2.065345	4.076816	0.7585974
ENSAMEG00000001671	0.3002831	5.600793	1.141845
ENSAMEG00000001672	1.24437	2.148453	1.478744
ENSAMEG00000001673	0.734443	3.776651	5.434795
ENSAMEG00000001674	0.2840687	5.408083	1.518092
ENSAMEG00000001675	0	0.01635753	0.00542297
ENSAMEG00000001676	3.297792	4.050336	1.383619
ENSAMEG00000001677	0	0	0.123595
ENSAMEG00000001678	8.271925	9.286493	7.658147
ENSAMEG00000001679	7.497085	8.526495	7.486996
ENSAMEG00000001680	2.637849	5.977362	3.899872
ENSAMEG00000001681	0.7613346	1.066137	0.7769243
ENSAMEG00000001682	2.504104	4.2147	2.391245
ENSAMEG00000001683	1.608298	4.271971	0.8267067
ENSAMEG00000001684	5.111094	4.333782	4.01899
ENSAMEG00000001685	2.139309	5.296263	4.392153
ENSAMEG00000001686	0.2632051	2.227334	0.9220197
ENSAMEG00000001687	0.03821014	0.1073271	3.176947
ENSAMEG00000001688	0.1634433	0.3541294	0
ENSAMEG00000001689	2.261016	4.299706	1.115766
ENSAMEG00000001690	6.842212	6.623227	8.00192
ENSAMEG00000001691	1.677251	2.325404	1.806658
ENSAMEG00000001692	0	0.260658	0.165719
ENSAMEG00000001693	0.6782261	1.362083	0.4600159
ENSAMEG00000001694	1.253027	4.124427	4.082464
ENSAMEG00000001695	0.3528579	2.655244	3.366483
ENSAMEG00000001696	0.2716623	3.607768	4.559186
ENSAMEG00000001697	0.5793462	5.775597	4.963428
ENSAMEG00000001698	4.777094	5.612824	4.326573
ENSAMEG00000001699	1.429509	2.618128	1.576106
ENSAMEG00000001700	0	0.474489	0.841321
ENSAMEG00000001701	0	0.1748142	0.3051662
ENSAMEG00000001702	0.09181829	0.5737448	0.05772031
ENSAMEG00000001703	6.28738	9.726274	7.472179
ENSAMEG00000001704	0.4145651	0.8969321	0.5385489
ENSAMEG00000001705	3.484937	3.258637	2.892578
ENSAMEG00000001706	1.305801	4.619818	1.215939
ENSAMEG00000001707	3.705724	4.715893	3.358014
ENSAMEG00000001708	1.262577	1.37834	2.507437
ENSAMEG00000001709	9.734395	11.70056	10.47717
ENSAMEG00000001710	0.4637794	3.686355	0.7465252
ENSAMEG00000001711	2.438381	5.079638	5.862813
ENSAMEG00000001712	0	0.1005851	0.2687566
ENSAMEG00000001713	0	3.856826	0
ENSAMEG00000001714	7.99295	10.20708	7.252173
ENSAMEG00000001715	2.246964	3.137354	2.348411
ENSAMEG00000001716	1.580662	1.182381	0.2251145
ENSAMEG00000001717	0.2025318	2.191367	2.409988
ENSAMEG00000001718	0.2748783	1.001162	2.665115
ENSAMEG00000001719	1.729518	4.691372	2.080265
ENSAMEG00000001720	0.5079022	2.593607	0.9921782
ENSAMEG00000001721	0.2320713	3.630487	2.067415
ENSAMEG00000001722	0.5477627	2.150933	1.126299
ENSAMEG00000001723	0.950237	3.913588	2.094969
ENSAMEG00000001724	0.4647739	3.316618	2.445332
ENSAMEG00000001725	3.668607	5.878149	5.489305
ENSAMEG00000001726	7.95362	0.9435133	0.3635389
ENSAMEG00000001727	3.152325	4.006029	2.469631
ENSAMEG00000001728	0.09187095	3.046385	0.3631374
ENSAMEG00000001729	3.769359	5.218285	3.916792
ENSAMEG00000001730	0.8642999	0.1542203	2.678963
ENSAMEG00000001731	0	0.6674289	1.054772
ENSAMEG00000001732	2.096832	3.933979	2.751087
ENSAMEG00000001733	2.560595	4.557894	4.429589
ENSAMEG00000001734	4.368049	5.633943	6.202486
ENSAMEG00000001735	5.965325	5.371531	3.666904
ENSAMEG00000001736	0.3105402	0.04183774	0
ENSAMEG00000001737	1.942616	1.723375	2.260757
ENSAMEG00000001738	0	0.05745083	0.6544007
ENSAMEG00000001739	5.931071	3.391553	4.438226
ENSAMEG00000001740	0.1339247	2.247004	0.6976306
ENSAMEG00000001741	5.046094	7.674369	5.033692
ENSAMEG00000001742	0	0	0.6031437
ENSAMEG00000001743	0	0	0.06228366
ENSAMEG00000001744	0.07642556	0.9263335	0.2988589
ENSAMEG00000001745	0	0.661983	0.4845651
ENSAMEG00000001746	0	0.2678989	4.744323
ENSAMEG00000001747	0.502354	3.758655	3.986811
ENSAMEG00000001748	4.786068	4.460297	3.431345
ENSAMEG00000001749	0	0	0
ENSAMEG00000001750	2.106801	4.936354	2.998369
ENSAMEG00000001751	0.4647989	1.924138	0.09017934
ENSAMEG00000001752	2.932666	4.916228	3.563666
ENSAMEG00000001753	7.402628	5.488685	5.120331
ENSAMEG00000001754	2.067642	3.620352	0.98555
ENSAMEG00000001755	1.753609	8.012423	2.822202
ENSAMEG00000001756	0.9244815	5.532794	1.321443
ENSAMEG00000001757	0.04815289	0.8083068	3.068501
ENSAMEG00000001758	11.23788	12.03922	9.824547
ENSAMEG00000001759	0	2.420474	0.4962281
ENSAMEG00000001760	4.533887	5.128434	3.759923
ENSAMEG00000001761	0	0	0
ENSAMEG00000001762	0	6.92265	1.030138
ENSAMEG00000001763	0	0	0
ENSAMEG00000001764	0.934715	0.8010138	0.2305635
ENSAMEG00000001765	4.628447	4.936035	0.7471167
ENSAMEG00000001766	3.003484	5.529534	2.158705
ENSAMEG00000001767	5.861488	5.120606	3.382847
ENSAMEG00000001768	0.07912084	2.337471	4.23952
ENSAMEG00000001769	4.312353	5.842981	3.000233
ENSAMEG00000001770	0.8892134	4.166397	2.208913
ENSAMEG00000001771	0.9746747	1.671647	0.6524158
ENSAMEG00000001772	3.660986	4.992333	5.196784
ENSAMEG00000001773	0	0.0330219	0.3897155
ENSAMEG00000001774	1.912497	4.148015	1.902348
ENSAMEG00000001775	2.550824	3.080207	1.042574
ENSAMEG00000001776	1.655292	4.922902	2.898398
ENSAMEG00000001777	1.909093	4.362722	1.672185
ENSAMEG00000001778	1.474285	4.092427	2.951401
ENSAMEG00000001779	0	0.5787571	0.03424671
ENSAMEG00000001780	0	0.1898258	0.4656026
ENSAMEG00000001781	0.3859202	1.957744	1.289787
ENSAMEG00000001782	0.2176464	1.853664	1.176872
ENSAMEG00000001783	0.4214382	3.537271	0.9814706
ENSAMEG00000001784	1.845474	4.651882	2.635086
ENSAMEG00000001785	1.860216	3.465831	2.41439
ENSAMEG00000001786	1.582575	2.907127	3.918415
ENSAMEG00000001787	0.1268093	0.627252	0.6854002
ENSAMEG00000001788	6.404297	6.07826	6.03696
ENSAMEG00000001789	0	2.386899	0.5237878
ENSAMEG00000001790	1.046247	3.406062	1.66799
ENSAMEG00000001791	4.418628	3.742405	2.002173
ENSAMEG00000001792	3.669923	6.622677	5.037821
ENSAMEG00000001793	5.980192	3.360165	4.602956
ENSAMEG00000001794	1.516507	2.390725	3.786451
ENSAMEG00000001795	3.394727	4.558121	3.746012
ENSAMEG00000001796	1.375395	3.040526	2.019513
ENSAMEG00000001797	1.03954	2.786012	5.071201
ENSAMEG00000001798	0	0	4.988489
ENSAMEG00000001799	2.860468	5.528787	3.650064
ENSAMEG00000001800	0.1610983	0.383268	0.07052603
ENSAMEG00000001801	7.296852	8.29859	8.868307
ENSAMEG00000001802	0	0	0
ENSAMEG00000001803	1.857834	4.449093	3.421509
ENSAMEG00000001804	0	0.1943279	0
ENSAMEG00000001805	0	3.091683	0.4479166
ENSAMEG00000001806	1.685487	4.141122	2.85535
ENSAMEG00000001807	0.633141	3.36576	1.198375
ENSAMEG00000001808	0.07673763	2.226817	0.6848448
ENSAMEG00000001809	0.2484571	2.534037	0.9324309
ENSAMEG00000001810	1.263936	4.318715	4.202206
ENSAMEG00000001811	1.818965	4.342043	2.025575
ENSAMEG00000001812	0.415617	3.249374	2.061161
ENSAMEG00000001813	3.76373	7.127819	6.200035
ENSAMEG00000001814	4.712744	5.698227	4.248201
ENSAMEG00000001815	0	0.6269941	4.149438
ENSAMEG00000001816	4.006935	6.206297	4.206729
ENSAMEG00000001817	0.2856792	1.979535	1.092789
ENSAMEG00000001818	2.583074	4.071213	5.006567
ENSAMEG00000001819	2.837792	5.236703	4.841953
ENSAMEG00000001820	1.057769	3.272738	4.463197
ENSAMEG00000001821	7.863152	9.881131	8.095582
ENSAMEG00000001822	2.543578	5.104844	3.917409
ENSAMEG00000001823	1.302079	3.722761	1.063096
ENSAMEG00000001824	4.085697	6.069597	5.863302
ENSAMEG00000001825	2.699625	4.407829	4.288617
ENSAMEG00000001826	3.026272	5.912501	2.937548
ENSAMEG00000001827	0	3.83059	1.814066
ENSAMEG00000001828	0	0.4027298	0
ENSAMEG00000001829	3.340186	5.22746	3.242296
ENSAMEG00000001830	0	1.752526	1.403824
ENSAMEG00000001831	2.103934	2.943177	1.594123
ENSAMEG00000001832	3.21849	5.030521	4.464472
ENSAMEG00000001833	0.6084516	3.697785	3.101929
ENSAMEG00000001834	0.5176819	1.299966	0.1211779
ENSAMEG00000001835	1.246213	3.467932	3.242273
ENSAMEG00000001836	0.2518439	2.736984	2.992293
ENSAMEG00000001837	0	2.566988	0.3601979
ENSAMEG00000001838	0	3.863106	4.432906
ENSAMEG00000001839	4.493622	5.902011	6.843733
ENSAMEG00000001840	0	0.5792893	2.023805
ENSAMEG00000001841	0.9731645	3.008564	2.816827
ENSAMEG00000001842	0.1360614	0.9855303	0.2400835
ENSAMEG00000001843	0	3.908323	1.935184
ENSAMEG00000001844	0.1542475	0	0.02112192
ENSAMEG00000001845	2.709015	4.820986	4.360477
ENSAMEG00000001846	3.930236	4.097316	3.141551
ENSAMEG00000001847	2.701689	4.724683	2.910167
ENSAMEG00000001848	0.6875758	2.741331	2.854121
ENSAMEG00000001849	0	2.09481	2.118483
ENSAMEG00000001850	1.057499	0.6690803	0.759103
ENSAMEG00000001851	4.504195	1.208798	0.7971724
ENSAMEG00000001852	3.7589	3.986802	3.646174
ENSAMEG00000001853	2.64666	5.964711	3.823046
ENSAMEG00000001854	0.02616629	0.9360646	0.5343874
ENSAMEG00000001855	0	0.2492669	0.9562916
ENSAMEG00000001856	4.563597	7.782461	6.191464
ENSAMEG00000001857	0.6306478	2.156943	2.678768
ENSAMEG00000001858	0	0	0
ENSAMEG00000001859	4.080265	5.520183	5.382245
ENSAMEG00000001860	0.2051835	2.016846	4.660307
ENSAMEG00000001861	0.1531944	2.628447	0.6152496
ENSAMEG00000001862	0.08505993	0.139328	0.5110611
ENSAMEG00000001863	0.6956767	2.838442	3.440446
ENSAMEG00000001864	0.6251152	1.955391	3.60893
ENSAMEG00000001865	0	0.1547543	0.3920096
ENSAMEG00000001866	0.763924	1.734239	1.919916
ENSAMEG00000001867	3.211761	0.3430121	0.09161305
ENSAMEG00000001868	0	0	0
ENSAMEG00000001869	0.4937734	2.764654	2.661936
ENSAMEG00000001870	4.261177	2.414179	3.186125
ENSAMEG00000001871	0.2950671	2.650496	2.227541
ENSAMEG00000001872	0.4799538	3.692915	1.719135
ENSAMEG00000001873	1.927733	4.129893	1.315624
ENSAMEG00000001874	0.2158103	5.284525	1.761621
ENSAMEG00000001875	0.02455826	0.1785872	1.202198
ENSAMEG00000001876	4.962452	5.830014	4.947844
ENSAMEG00000001877	6.365332	5.86646	1.732894
ENSAMEG00000001878	2.119575	3.025163	3.416341
ENSAMEG00000001879	0.9346086	1.206443	1.004199
ENSAMEG00000001880	0	0	0
ENSAMEG00000001881	3.217448	4.165526	2.04939
ENSAMEG00000001882	0.7629339	3.735793	2.451296
ENSAMEG00000001883	0.262023	2.801769	0.1790103
ENSAMEG00000001884	2.830414	4.428745	4.470172
ENSAMEG00000001885	1.308413	3.602207	2.165494
ENSAMEG00000001886	0.8008109	3.387477	2.082652
ENSAMEG00000001887	0	4.293838	0.09659165
ENSAMEG00000001888	0	0	0.1778719
ENSAMEG00000001889	0.1761593	3.451629	0.5229878
ENSAMEG00000001890	0.4278282	1.935241	2.330447
ENSAMEG00000001891	0.6136316	2.948611	0.2754338
ENSAMEG00000001892	3.704175	1.763764	2.69734
ENSAMEG00000001893	0.8788987	3.887564	2.199575
ENSAMEG00000001894	0	0.04356919	0
ENSAMEG00000001895	1.166124	3.927647	4.407278
ENSAMEG00000001896	2.110337	3.231746	0.5081436
ENSAMEG00000001897	0.561244	4.06409	1.483947
ENSAMEG00000001898	2.793463	4.557857	2.585008
ENSAMEG00000001899	3.387531	6.657976	2.835781
ENSAMEG00000001900	0	0	0
ENSAMEG00000001901	0.7681979	0.9809137	0.1449091
ENSAMEG00000001902	2.198117	4.394041	4.275938
ENSAMEG00000001903	1.527756	1.504137	1.240522
ENSAMEG00000001904	0.1557169	2.542387	2.22484
ENSAMEG00000001905	0.4164788	4.075883	1.915972
ENSAMEG00000001906	2.56356	4.455664	4.666134
ENSAMEG00000001907	0	0	0
ENSAMEG00000001908	0.2990887	0.3363291	0.9403096
ENSAMEG00000001909	0.5753636	2.188819	1.068437
ENSAMEG00000001910	1.979521	2.151645	1.922251
ENSAMEG00000001911	0	0.4202485	0.4176133
ENSAMEG00000001912	0	0.5713244	0.1880793
ENSAMEG00000001913	1.51931	5.250969	1.67347
ENSAMEG00000001914	2.064759	3.268707	3.743569
ENSAMEG00000001915	0.7117328	3.659388	4.771526
ENSAMEG00000001916	4.091107	6.027231	4.415725
ENSAMEG00000001917	0.4705608	1.116238	6.722042
ENSAMEG00000001918	2.673498	5.114471	1.69897
ENSAMEG00000001919	3.648373	6.845578	3.780709
ENSAMEG00000001920	1.760566	3.243037	1.90166
ENSAMEG00000001921	6.919781	0.681281	1.208111
ENSAMEG00000001922	3.559186	4.306488	4.998064
ENSAMEG00000001923	0.8142264	3.075483	2.081813
ENSAMEG00000001924	3.069248	2.259505	1.371849
ENSAMEG00000001925	0.717585	4.293952	0.7479098
ENSAMEG00000001926	3.858518	6.988696	7.474047
ENSAMEG00000001927	1.060857	3.362785	2.999684
ENSAMEG00000001928	1.789754	1.016753	0.3675578
ENSAMEG00000001929	0	0.7877041	0
ENSAMEG00000001930	0.9444477	3.189243	2.517838
ENSAMEG00000001931	0	0.03078284	0.2464373
ENSAMEG00000001932	0.9075952	3.215612	1.479929
ENSAMEG00000001933	0.607684	2.862463	0.517194
ENSAMEG00000001934	0.1785209	1.52676	1.054362
ENSAMEG00000001935	0	0.2107355	0
ENSAMEG00000001936	1.41887	1.488911	0
ENSAMEG00000001937	8.038738	3.604415	4.078721
ENSAMEG00000001938	2.942081	5.322159	3.877204
ENSAMEG00000001939	1.458224	1.292646	1.463178
ENSAMEG00000001940	0.109126	1.010114	5.610815
ENSAMEG00000001941	2.564403	3.765068	3.137353
ENSAMEG00000001942	0	0.3310746	0.02458564
ENSAMEG00000001943	1.115053	2.070798	0.9680554
ENSAMEG00000001944	2.695889	3.653026	3.186244
ENSAMEG00000001945	0.378596	0.9023762	3.656119
ENSAMEG00000001946	2.146147	5.055118	4.4707
ENSAMEG00000001947	0.2810584	0.1561727	3.793573
ENSAMEG00000001948	0	3.243041	2.835081
ENSAMEG00000001949	2.434503	2.086084	1.652643
ENSAMEG00000001950	2.715305	4.326156	0.8312773
ENSAMEG00000001951	0	1.398936	1.14338
ENSAMEG00000001952	3.507921	4.068172	2.008078
ENSAMEG00000001953	0.2897058	4.159104	1.518127
ENSAMEG00000001954	0.9413618	3.77947	4.415738
ENSAMEG00000001955	0.04375255	0.1732311	1.115952
ENSAMEG00000001956	0	0.2870077	1.077694
ENSAMEG00000001957	1.53387	3.634748	3.327446
ENSAMEG00000001958	2.162671	4.880695	1.898882
ENSAMEG00000001959	1.832991	2.803459	3.793657
ENSAMEG00000001960	0.8298098	0.1046766	0.2838981
ENSAMEG00000001961	2.657304	3.601697	1.654119
ENSAMEG00000001962	5.997385	6.238449	4.324724
ENSAMEG00000001963	0	0.7662469	0.502124
ENSAMEG00000001964	0.1640976	3.007979	3.931163
ENSAMEG00000001965	2.492066	7.421324	5.494556
ENSAMEG00000001966	10.12548	12.16371	10.85577
ENSAMEG00000001967	0	2.836742	0.4676968
ENSAMEG00000001968	0	1.18534	2.417104
ENSAMEG00000001969	0	0	0
ENSAMEG00000001970	2.733591	2.122461	0.4025727
ENSAMEG00000001971	0.4976348	2.935795	3.097007
ENSAMEG00000001972	0.39187	0.5323708	0.1410992
ENSAMEG00000001973	0.09794707	1.115191	0.3131192
ENSAMEG00000001974	4.293672	6.360665	4.908837
ENSAMEG00000001975	2.380652	5.037835	4.261358
ENSAMEG00000001976	1.411627	3.179635	1.458608
ENSAMEG00000001977	5.091476	7.345538	6.649467
ENSAMEG00000001978	0	1.608786	0
ENSAMEG00000001979	0	0.8497031	0.5585086
ENSAMEG00000001980	1.115701	3.840091	3.815842
ENSAMEG00000001981	1.554913	4.495964	4.062476
ENSAMEG00000001982	0	0.2775778	0
ENSAMEG00000001983	5.091124	5.851979	5.607182
ENSAMEG00000001984	0	0	0
ENSAMEG00000001985	0	0	0
ENSAMEG00000001986	0	0	0
ENSAMEG00000001987	2.487888	4.884388	4.062329
ENSAMEG00000001988	0	0.2813944	0.1182675
ENSAMEG00000001989	0	0	0
ENSAMEG00000001990	0.2475703	0	0
ENSAMEG00000001991	0.1659981	0.8179384	0.1122639
ENSAMEG00000001992	0	0	0
ENSAMEG00000001993	1.90517	3.871735	4.067415
ENSAMEG00000001994	5.237346	6.247168	6.714452
ENSAMEG00000001995	1.041734	3.46425	1.986058
ENSAMEG00000001996	0.2060118	0.27174	0.0474443
ENSAMEG00000001997	0	0.6157524	0.4857174
ENSAMEG00000001998	6.956847	7.303945	5.904373
ENSAMEG00000001999	0	0.283904	1.722068
ENSAMEG00000002000	0	0.5708583	0.33197
ENSAMEG00000002001	1.65065	4.088913	1.775607
ENSAMEG00000002002	0.9758209	2.464799	3.183612
ENSAMEG00000002003	7.501399	6.827946	6.589365
ENSAMEG00000002004	0	0.6809364	1.600817
ENSAMEG00000002005	0	1.007009	0.8098581
ENSAMEG00000002006	3.310589	5.656608	3.4837
ENSAMEG00000002007	0.2478959	3.204155	2.709015
ENSAMEG00000002008	0	0	0
ENSAMEG00000002009	0.2845047	3.661294	3.704949
ENSAMEG00000002010	1.042714	3.656714	3.636822
ENSAMEG00000002011	0.846373	3.827829	2.506422
ENSAMEG00000002012	0.05081093	1.855623	2.254751
ENSAMEG00000002013	1.805858	3.835985	3.082033
ENSAMEG00000002014	1.215498	2.310046	0.2508379
ENSAMEG00000002015	3.301646	0.2136633	0.6441793
ENSAMEG00000002016	0.4233738	4.113117	2.959251
ENSAMEG00000002017	0.3508706	0.7182893	1.048208
ENSAMEG00000002018	1.143864	4.325034	2.929717
ENSAMEG00000002019	0	0	1.723519
ENSAMEG00000002020	2.809217	5.331469	2.931099
ENSAMEG00000002021	0.3295209	1.413822	2.482257
ENSAMEG00000002022	0.08492078	0	0.2680475
ENSAMEG00000002023	0	1.398936	1.14338
ENSAMEG00000002024	0	0	0
ENSAMEG00000002025	1.777868	4.933785	1.533827
ENSAMEG00000002026	3.647453	4.733766	3.114357
ENSAMEG00000002027	0.05793348	1.788748	0.9105446
ENSAMEG00000002028	0	0	0
ENSAMEG00000002029	3.772171	5.235953	4.913383
ENSAMEG00000002030	0	0.8012977	0
ENSAMEG00000002031	10.59499	12.08429	13.86251
ENSAMEG00000002032	3.562242	4.921165	5.550848
ENSAMEG00000002033	0.7738841	3.092453	2.542174
ENSAMEG00000002034	1.495971	3.107611	2.321772
ENSAMEG00000002035	0.8178852	3.663515	2.71465
ENSAMEG00000002036	0	0	0
ENSAMEG00000002037	8.179043	0.8012133	0
ENSAMEG00000002038	0.8043386	1.090765	0.5681129
ENSAMEG00000002039	0.9234307	5.287073	8.313872
ENSAMEG00000002040	0	0	0
ENSAMEG00000002041	0	0.629683	0
ENSAMEG00000002042	0	0.04743257	0.1546765
ENSAMEG00000002043	2.058368	4.660147	2.724565
ENSAMEG00000002044	0.8471503	2.17424	0.7341534
ENSAMEG00000002045	5.1997	6.283012	5.908794
ENSAMEG00000002046	1.230996	3.898857	1.28778
ENSAMEG00000002047	2.888889	4.891395	1.949722
ENSAMEG00000002048	0.02213668	0.2093573	0.1772609
ENSAMEG00000002049	1.091984	3.354441	1.792805
ENSAMEG00000002050	0.6716593	1.54313	4.107504
ENSAMEG00000002051	2.638171	4.255499	2.827754
ENSAMEG00000002052	0.5052639	1.147235	2.117778
ENSAMEG00000002053	2.977828	4.128128	3.19504
ENSAMEG00000002054	0.6406552	1.460449	0.7545044
ENSAMEG00000002055	1.921874	1.814915	5.451267
ENSAMEG00000002056	0.5709875	3.345567	0.5306841
ENSAMEG00000002057	1.831087	5.407275	5.651594
ENSAMEG00000002058	3.477159	4.958476	2.410461
ENSAMEG00000002059	0.9594853	1.661508	0.9586378
ENSAMEG00000002060	0.4229509	3.118589	0.5179791
ENSAMEG00000002061	0.5982204	3.573605	0.2074356
ENSAMEG00000002062	3.704463	5.404266	4.473274
ENSAMEG00000002063	0.7677387	0.9850457	0.5271114
ENSAMEG00000002064	3.264789	3.638734	1.254219
ENSAMEG00000002065	0	1.387528	0.0262767
ENSAMEG00000002066	5.740159	8.589988	6.110983
ENSAMEG00000002067	5.39951	4.863621	6.003634
ENSAMEG00000002068	0.2755244	3.559663	1.728025
ENSAMEG00000002069	1.86501	3.435084	1.082303
ENSAMEG00000002070	4.47225	6.363832	6.170521
ENSAMEG00000002071	6.861347	8.920356	7.31064
ENSAMEG00000002072	0.3162535	2.009573	0.7555354
ENSAMEG00000002073	4.715317	6.544063	6.25656
ENSAMEG00000002074	0	0	2.158625
ENSAMEG00000002075	1.939746	3.860307	3.48571
ENSAMEG00000002076	2.273441	4.907088	3.791793
ENSAMEG00000002077	0	0.07202359	0.07708874
ENSAMEG00000002078	2.700515	3.887243	1.679491
ENSAMEG00000002079	0	0.9673693	0.7507788
ENSAMEG00000002080	0	0	0.2290526
ENSAMEG00000002081	0.08547456	1.714369	1.712561
ENSAMEG00000002082	1.123905	2.810898	1.145384
ENSAMEG00000002083	4.956387	6.37838	6.409408
ENSAMEG00000002084	0.8385081	3.054763	1.153715
ENSAMEG00000002085	2.051115	4.251545	3.04263
ENSAMEG00000002086	3.526144	7.432124	5.957021
ENSAMEG00000002087	0	0	0
ENSAMEG00000002088	0.2422806	0.4991637	2.689207
ENSAMEG00000002089	0.7986619	0.810105	0.02756783
ENSAMEG00000002090	0.6255286	0.7795077	0.3284769
ENSAMEG00000002091	1.692213	3.119919	1.193368
ENSAMEG00000002092	0.4680265	4.055413	1.478216
ENSAMEG00000002093	0	0.4793475	0.3697992
ENSAMEG00000002094	0	0.4538484	0.8156418
ENSAMEG00000002095	0	0.152482	3.184418
ENSAMEG00000002096	1.173754	2.721747	3.039889
ENSAMEG00000002097	2.757706	4.592421	4.767183
ENSAMEG00000002098	7.629655	0.3360057	0.1440425
ENSAMEG00000002099	6.35066	5.286094	4.503336
ENSAMEG00000002100	0.976643	2.131336	1.245204
ENSAMEG00000002101	0.07551784	1.295306	1.02823
ENSAMEG00000002102	0.1531334	1.019182	0.2696604
ENSAMEG00000002103	2.40753	5.933025	4.274083
ENSAMEG00000002104	0.09405104	2.885041	0.3802562
ENSAMEG00000002105	0	0.8480899	0
ENSAMEG00000002106	0	3.73114	0.1704699
ENSAMEG00000002107	3.295285	5.10367	5.066998
ENSAMEG00000002108	1.793218	4.690244	3.779302
ENSAMEG00000002109	3.887642	7.362409	7.282078
ENSAMEG00000002110	0	1.948664	0.4599394
ENSAMEG00000002111	0.5204575	3.734341	3.108357
ENSAMEG00000002112	0.3899643	0.673929	1.350509
ENSAMEG00000002113	0.5029884	1.48763	0.04064938
ENSAMEG00000002114	0	0.3255119	1.056896
ENSAMEG00000002115	7.758237	2.507597	0.8989977
ENSAMEG00000002116	4.320015	5.699807	7.492815
ENSAMEG00000002117	0.5352239	2.962449	1.546057
ENSAMEG00000002118	0.4449914	2.836871	0.9929373
ENSAMEG00000002119	0	0.1116513	0.1053652
ENSAMEG00000002120	0	0.4348732	0.1676187
ENSAMEG00000002121	2.140393	4.674602	2.928367
ENSAMEG00000002122	3.149505	5.338278	3.478299
ENSAMEG00000002123	0.6032529	3.565195	1.059784
ENSAMEG00000002124	1.60046	4.198714	3.072312
ENSAMEG00000002125	0.08783145	0.3295381	0.2567293
ENSAMEG00000002126	1.993903	3.794904	3.207089
ENSAMEG00000002127	0	0.4995015	2.290539
ENSAMEG00000002128	8.368419	8.049892	7.132351
